WT1_mRNA WT2_mRNA Mut1_mRNA Mut2_mRNA WT1_total_RNA WT2_total_RNA Mut1_total_RNA Mut2_total_RNA
ENSMUSG00000064690 0 0 0 0 0 0 0 0
ENSMUSG00000029632 5652 4255 6684 4799 112 69 87 94
ENSMUSG00000029629 3584 3328 4720 4756 74 98 125 152
ENSMUSG00000057223 6 10 9 6 0 0 0 1
ENSMUSG00000087969 0 0 0 0 0 0 0 0
ENSMUSG00000032625 23 1 3 0 0 0 0 0
ENSMUSG00000083794 0 0 0 0 0 0 0 0
ENSMUSG00000065030 0 0 0 0 0 0 0 0
ENSMUSG00000083620 0 0 0 0 0 0 0 0
ENSMUSG00000029571 2492 2559 2421 2901 60 64 38 47
ENSMUSG00000077643 0 0 0 0 0 0 0 0
ENSMUSG00000079679 0 0 0 0 0 0 0 0
ENSMUSG00000091978 0 0 0 0 0 0 0 0
ENSMUSG00000065909 0 0 0 0 0 0 0 0
ENSMUSG00000029569 1722 1728 1491 1674 33 46 35 51
ENSMUSG00000042742 1009 1141 911 1240 36 11 27 42
ENSMUSG00000048216 10 12 0 6 1 1 0 0
ENSMUSG00000052419 1413 1006 1332 960 28 19 20 18
ENSMUSG00000084931 81 112 109 106 2 2 0 2
ENSMUSG00000092059 0 0 0 0 0 0 0 0
ENSMUSG00000088975 0 0 0 0 0 0 0 0
ENSMUSG00000077334 0 0 0 0 0 0 0 0
ENSMUSG00000042717 0 0 0 0 0 0 0 0
ENSMUSG00000029563 0 3 10 0 0 1 0 0
ENSMUSG00000093317 0 0 0 0 0 0 0 0
ENSMUSG00000041390 1342 1416 933 965 40 35 25 38
ENSMUSG00000029553 937 1088 1206 1078 10 15 25 29
ENSMUSG00000081744 0 0 0 0 0 0 0 0
ENSMUSG00000084772 25 25 23 15 0 0 1 0
ENSMUSG00000054556 11 4 25 21 2 1 2 4
ENSMUSG00000029552 4391 4049 5255 4781 106 81 82 100
ENSMUSG00000085171 0 0 0 0 0 0 0 0
ENSMUSG00000085264 0 2 0 0 0 0 0 0
ENSMUSG00000000058 537 524 782 487 30 23 15 18
ENSMUSG00000007655 249 265 463 378 18 18 22 12
ENSMUSG00000064965 0 0 0 0 0 0 0 0
ENSMUSG00000009376 411 514 550 415 34 18 19 10
ENSMUSG00000015733 7181 6248 6817 6067 105 91 106 136
ENSMUSG00000029534 1629 1854 1457 1240 43 66 58 57
ENSMUSG00000086409 52 41 26 81 1 2 1 2
ENSMUSG00000081077 0 4 23 18 1 2 2 4
ENSMUSG00000010797 1 4 0 0 0 0 0 0
ENSMUSG00000010796 0 0 0 0 0 0 0 0
ENSMUSG00000084203 0 2 1 1 0 0 0 0
ENSMUSG00000082289 129 81 54 49 2 2 0 3
ENSMUSG00000041301 12 22 39 56 0 0 0 2
ENSMUSG00000087389 0 0 0 0 0 0 1 0
ENSMUSG00000080767 0 0 0 0 0 0 0 0
ENSMUSG00000000416 50 32 62 25 5 3 2 0
ENSMUSG00000084947 0 0 0 0 0 0 0 0
ENSMUSG00000093271 0 0 0 0 0 0 0 0
ENSMUSG00000065051 0 0 0 0 0 0 0 0
ENSMUSG00000071568 219 190 216 142 3 2 0 3
ENSMUSG00000085607 311 354 312 451 5 12 2 13
ENSMUSG00000044155 2146 1518 1976 1577 21 26 25 19
ENSMUSG00000029517 6 2 0 0 0 0 0 0
ENSMUSG00000084650 0 0 0 0 0 0 0 0
ENSMUSG00000088880 0 0 0 0 0 0 0 0
ENSMUSG00000065702 0 0 0 0 0 0 0 0
ENSMUSG00000087831 0 0 0 0 0 0 0 0
ENSMUSG00000088458 0 0 0 0 0 0 0 0
ENSMUSG00000060882 0 1 0 0 0 0 0 0
ENSMUSG00000029669 74 78 125 124 11 9 3 3
ENSMUSG00000029670 1299 1665 1588 1544 27 29 28 36
ENSMUSG00000090888 0 5 0 0 0 0 0 1
ENSMUSG00000062980 109 157 103 291 1 2 9 9
ENSMUSG00000029671 0 3 0 9 0 0 1 3
ENSMUSG00000029672 2016 1671 2070 1892 49 35 40 44
ENSMUSG00000077877 0 0 0 0 0 0 0 0
ENSMUSG00000077134 0 0 0 0 0 0 0 0
ENSMUSG00000068748 0 0 0 0 0 0 0 0
ENSMUSG00000029695 4 0 0 0 0 0 0 0
ENSMUSG00000071564 0 0 0 0 0 0 0 0
ENSMUSG00000071563 0 0 0 0 0 0 0 0
ENSMUSG00000029697 0 0 0 0 0 0 0 0
ENSMUSG00000017978 575 902 364 317 14 24 10 13
ENSMUSG00000088885 0 0 0 0 0 0 0 0
ENSMUSG00000051956 0 2 0 0 0 1 0 0
ENSMUSG00000078179 0 4 0 0 0 0 0 0
ENSMUSG00000043865 0 0 0 0 0 0 0 0
ENSMUSG00000029700 0 0 0 0 0 0 0 0
ENSMUSG00000093580 0 0 0 0 0 0 0 0
ENSMUSG00000093255 0 0 0 0 0 0 0 0
ENSMUSG00000046192 0 0 0 5 0 0 0 0
ENSMUSG00000023089 1328 1039 1045 682 16 20 8 12
ENSMUSG00000029685 0 7 0 2 0 0 0 1
ENSMUSG00000091097 0 0 0 0 0 0 0 0
ENSMUSG00000029683 0 4 0 0 0 0 0 0
ENSMUSG00000029684 1552 2015 1725 2190 81 52 64 63
ENSMUSG00000029679 0 0 0 0 0 0 0 0
ENSMUSG00000029680 0 0 0 0 0 0 0 0
ENSMUSG00000029682 0 0 0 0 0 0 0 0
ENSMUSG00000029678 0 0 0 0 0 0 0 0
ENSMUSG00000077196 0 0 0 0 0 0 0 0
ENSMUSG00000048022 0 8 0 0 0 0 0 0
ENSMUSG00000090045 0 0 0 0 0 0 0 0
ENSMUSG00000087867 0 0 0 0 0 0 0 0
ENSMUSG00000089442 0 0 0 0 0 0 0 0
ENSMUSG00000039904 0 0 0 0 0 0 0 0
ENSMUSG00000029676 1823 1980 1841 2353 37 38 30 60
ENSMUSG00000088387 0 0 0 0 0 0 0 0
ENSMUSG00000024211 0 0 0 0 0 0 0 0
ENSMUSG00000088391 0 0 0 0 0 0 0 0
ENSMUSG00000076067 0 0 0 0 0 0 0 0
ENSMUSG00000043340 166 146 49 112 7 12 8 12
ENSMUSG00000039841 1454 1712 1099 1548 47 45 32 45
ENSMUSG00000083107 48 45 27 39 12 15 2 1
ENSMUSG00000029708 1351 1343 1234 1503 38 21 21 50
ENSMUSG00000020440 5448 4851 5620 4312 122 108 102 111
ENSMUSG00000029707 0 4 12 1 0 0 0 1
ENSMUSG00000029706 0 0 0 0 0 0 0 0
ENSMUSG00000001424 16506 16079 13613 13587 438 413 382 453
ENSMUSG00000049939 38 34 39 43 9 10 19 19
ENSMUSG00000092090 0 0 0 0 0 0 0 0
ENSMUSG00000065469 0 0 0 0 0 0 0 0
ENSMUSG00000059201 0 0 0 0 0 0 0 0
ENSMUSG00000064436 0 0 0 0 0 0 0 0
ENSMUSG00000029701 3219 3254 2772 2836 45 59 48 64
ENSMUSG00000093288 8 0 5 0 0 0 0 0
ENSMUSG00000079654 0 0 0 4 0 0 0 0
ENSMUSG00000003500 6930 6196 3570 4400 137 115 82 87
ENSMUSG00000089289 0 0 0 0 0 0 0 0
ENSMUSG00000043421 573 423 397 365 13 7 6 10
ENSMUSG00000079652 18 2 17 16 0 1 0 0
ENSMUSG00000039742 0 0 0 0 0 0 0 0
ENSMUSG00000090692 0 0 0 0 0 0 0 0
ENSMUSG00000029767 7142 6551 7107 6365 157 110 127 122
ENSMUSG00000058831 6 0 0 0 2 0 0 2
ENSMUSG00000029769 79 76 12 36 4 1 0 2
ENSMUSG00000092956 0 0 0 0 0 0 0 0
ENSMUSG00000068699 6 14 4 3 1 2 0 0
ENSMUSG00000004285 2882 2100 2707 2266 46 57 46 56
ENSMUSG00000090685 0 0 8 7 1 2 1 1
ENSMUSG00000059022 14 19 10 44 0 1 1 0
ENSMUSG00000088643 0 0 0 0 0 0 0 0
ENSMUSG00000072491 0 0 0 0 1 0 0 0
ENSMUSG00000029771 1021 1052 1133 955 16 20 22 37
ENSMUSG00000012535 5650 5571 4628 5360 141 130 125 158
ENSMUSG00000001763 1463 1221 401 203 23 29 4 4
ENSMUSG00000001761 6617 7233 4721 4855 180 139 106 120
ENSMUSG00000081564 30 21 4 19 0 3 0 2
ENSMUSG00000029772 1680 1438 1349 1322 40 45 36 41
ENSMUSG00000039629 21 22 10 50 1 3 2 1
ENSMUSG00000082036 0 0 0 0 0 0 0 0
ENSMUSG00000065078 0 0 0 0 0 0 0 0
ENSMUSG00000083961 0 0 0 0 0 0 0 0
ENSMUSG00000045709 24 28 18 41 0 0 0 1
ENSMUSG00000092900 0 0 0 0 0 0 0 0
ENSMUSG00000058440 2781 2790 2759 2833 76 76 65 112
ENSMUSG00000065343 22 12 8 20 1 0 3 3
ENSMUSG00000076361 0 0 0 0 0 0 0 0
ENSMUSG00000065586 0 0 0 0 0 0 0 0
ENSMUSG00000065619 0 0 0 0 0 0 0 0
ENSMUSG00000039159 1557 1675 2226 2512 78 56 75 92
ENSMUSG00000084861 0 0 0 0 0 0 0 0
ENSMUSG00000087846 0 0 0 0 0 0 0 0
ENSMUSG00000039130 1996 1508 1579 1284 36 29 34 28
ENSMUSG00000065662 0 0 0 0 0 0 0 0
ENSMUSG00000029775 4519 4636 3916 3995 112 89 83 115
ENSMUSG00000085470 10 4 5 0 0 1 0 0
ENSMUSG00000029782 2079 2148 1874 1923 49 37 31 66
ENSMUSG00000029784 0 1 0 0 0 0 0 0
ENSMUSG00000071553 14 16 14 1 0 0 0 0
ENSMUSG00000039070 0 0 0 0 0 0 0 0
ENSMUSG00000086854 0 0 0 0 0 0 0 0
ENSMUSG00000029788 10 10 0 0 0 0 0 0
ENSMUSG00000054446 0 0 0 0 0 1 0 0
ENSMUSG00000029790 1124 992 897 880 22 10 12 31
ENSMUSG00000086542 3 0 0 0 0 0 0 0
ENSMUSG00000083221 0 0 0 0 0 0 0 0
ENSMUSG00000051855 63 54 50 77 4 3 7 7
ENSMUSG00000065501 0 0 0 0 0 0 0 0
ENSMUSG00000025607 3619 3377 3334 3315 78 58 62 73
ENSMUSG00000085321 0 0 0 0 0 0 0 0
ENSMUSG00000039032 0 0 0 8 0 0 0 0
ENSMUSG00000073209 0 0 0 0 0 0 0 0
ENSMUSG00000065610 0 0 0 0 0 1 0 0
ENSMUSG00000065604 0 0 0 0 0 0 0 0
ENSMUSG00000084894 10 4 26 9 4 2 7 5
ENSMUSG00000087312 4 10 11 22 9 5 2 6
ENSMUSG00000086922 3054 2372 2750 2042 42 31 44 34
ENSMUSG00000044471 22 78 40 6 6 15 14 13
ENSMUSG00000087380 74 116 94 29 3 0 1 5
ENSMUSG00000086931 0 4 0 0 0 0 0 0
ENSMUSG00000086212 32 47 35 14 0 0 1 2
ENSMUSG00000086855 3 8 0 0 0 1 1 2
ENSMUSG00000025609 3247 3690 2750 3616 86 94 91 129
ENSMUSG00000025608 581 611 5012 4068 19 24 112 113
ENSMUSG00000086732 0 0 0 0 0 0 0 0
ENSMUSG00000086804 0 0 0 0 0 0 0 0
ENSMUSG00000086885 7 0 0 0 0 0 0 0
ENSMUSG00000084973 0 1 0 0 1 0 0 0
ENSMUSG00000087379 0 0 0 0 0 0 0 0
ENSMUSG00000029766 0 0 0 0 0 0 0 0
ENSMUSG00000085616 0 0 0 0 0 0 0 0
ENSMUSG00000029765 255 427 497 861 15 15 19 34
ENSMUSG00000086720 0 0 0 5 0 0 0 0
ENSMUSG00000086675 8 4 13 6 0 0 1 1
ENSMUSG00000086763 181 187 272 240 1 3 8 4
ENSMUSG00000084386 0 0 0 0 0 0 0 0
ENSMUSG00000053768 2926 2247 2382 1891 65 65 57 52
ENSMUSG00000085847 31 26 0 3 1 6 2 5
ENSMUSG00000087777 0 0 0 0 0 0 0 0
ENSMUSG00000082217 0 0 1 0 0 0 0 0
ENSMUSG00000029763 3859 4220 4066 4045 117 83 132 155
ENSMUSG00000083728 4 4 0 10 2 1 4 2
ENSMUSG00000087441 0 0 0 0 0 0 0 0
ENSMUSG00000056215 16 19 2 15 1 0 0 1
ENSMUSG00000087356 9 20 25 20 0 1 2 1
ENSMUSG00000018999 2666 3284 2798 3028 64 81 53 69
ENSMUSG00000087613 0 0 0 0 0 0 0 0
ENSMUSG00000086762 0 0 0 0 0 0 0 0
ENSMUSG00000001642 423 320 395 341 6 18 9 14
ENSMUSG00000029762 217 161 261 241 20 12 10 10
ENSMUSG00000093110 0 0 0 0 0 0 0 0
ENSMUSG00000081991 1 3 0 0 0 0 0 0
ENSMUSG00000081196 0 0 0 0 0 0 0 0
ENSMUSG00000061758 1067 1084 1199 1432 26 26 25 43
ENSMUSG00000052131 15 3 41 54 0 1 0 1
ENSMUSG00000084965 4 0 0 0 0 0 0 0
ENSMUSG00000038871 1337 1199 1206 1095 29 17 19 31
ENSMUSG00000085187 0 0 0 0 0 0 0 0
ENSMUSG00000029761 662 556 958 816 71 32 41 25
ENSMUSG00000085382 0 0 0 0 0 0 0 0
ENSMUSG00000079612 0 0 0 0 0 0 0 0
ENSMUSG00000060411 0 0 0 0 0 0 0 0
ENSMUSG00000086834 0 2 0 0 0 0 0 0
ENSMUSG00000038836 231 427 243 288 10 9 4 7
ENSMUSG00000082920 8 9 5 6 4 0 0 0
ENSMUSG00000082118 0 0 0 6 0 1 0 0
ENSMUSG00000082446 0 0 0 0 0 0 0 0
ENSMUSG00000057137 533 508 604 770 21 24 12 29
ENSMUSG00000046806 555 479 538 588 12 8 14 21
ENSMUSG00000058486 1649 2070 2019 2039 54 41 58 74
ENSMUSG00000029848 0 0 0 0 0 0 0 0
ENSMUSG00000029847 135 95 62 33 2 1 0 3
ENSMUSG00000038784 1786 2293 1651 1973 57 42 40 64
ENSMUSG00000038759 7710 8330 6510 6891 190 184 166 178
ENSMUSG00000087808 1 0 21 0 0 0 0 0
ENSMUSG00000073155 1596 1200 1933 1572 37 34 45 43
ENSMUSG00000029843 0 0 0 0 0 0 0 0
ENSMUSG00000047420 0 0 0 0 0 0 0 0
ENSMUSG00000029840 9168 8541 8574 7986 199 138 137 186
ENSMUSG00000092877 0 0 0 0 0 0 0 0
ENSMUSG00000077246 2 0 0 0 0 0 0 0
ENSMUSG00000073154 0 0 0 0 0 0 0 0
ENSMUSG00000045613 0 0 0 0 0 0 0 0
ENSMUSG00000070075 0 0 0 0 0 0 0 0
ENSMUSG00000080336 0 0 0 0 0 0 0 0
ENSMUSG00000029838 126 152 4 1 0 5 0 0
ENSMUSG00000038665 11 18 2 9 1 0 2 0
ENSMUSG00000029837 3 0 0 0 0 0 0 0
ENSMUSG00000058661 17 73 20 14 1 1 1 4
ENSMUSG00000038648 2143 2858 1675 2293 61 61 43 60
ENSMUSG00000038641 0 0 0 0 0 0 0 0
ENSMUSG00000077837 0 0 0 0 0 0 0 0
ENSMUSG00000080242 1337 1268 1542 1320 38 44 42 40
ENSMUSG00000029833 2214 2542 2681 3034 68 80 87 114
ENSMUSG00000029830 4 0 0 0 0 0 0 1
ENSMUSG00000038600 12 11 3 4 1 0 0 0
ENSMUSG00000088263 0 0 0 0 0 0 0 0
ENSMUSG00000029829 0 0 0 0 0 0 0 0
ENSMUSG00000087924 0 0 0 0 1 0 0 0
ENSMUSG00000063455 1147 1200 518 535 37 44 22 24
ENSMUSG00000047749 2737 2624 2206 2250 71 52 40 68
ENSMUSG00000029826 5691 5667 5366 6271 134 142 147 182
ENSMUSG00000057696 7 4 7 2 0 0 0 0
ENSMUSG00000056832 162 165 63 53 2 4 0 0
ENSMUSG00000089905 0 0 0 0 0 0 0 0
ENSMUSG00000038538 3999 5726 3624 6269 132 145 108 201
ENSMUSG00000019689 1185 907 867 565 11 26 19 12
ENSMUSG00000081670 57 74 49 64 0 2 3 4
ENSMUSG00000029823 8314 8799 7807 8979 157 189 124 225
ENSMUSG00000092140 4 0 0 0 0 0 0 0
ENSMUSG00000071537 70 44 45 75 5 7 7 5
ENSMUSG00000079598 3 10 0 11 0 0 0 0
ENSMUSG00000061436 3169 5283 3424 5890 204 185 224 259
ENSMUSG00000029925 3783 4170 3518 4064 78 103 109 137
ENSMUSG00000077339 4 0 5 1 0 3 2 1
ENSMUSG00000038507 1882 2002 2002 1653 44 44 53 42
ENSMUSG00000073144 49 36 54 24 3 1 2 2
ENSMUSG00000042599 1242 1850 1289 1819 40 39 33 47
ENSMUSG00000089422 0 0 0 0 0 0 0 0
ENSMUSG00000029924 264 355 351 348 13 17 10 17
ENSMUSG00000029923 82 59 51 68 1 2 2 1
ENSMUSG00000029922 4415 4242 4448 4362 83 72 76 104
ENSMUSG00000068601 21 2 9 0 0 0 0 0
ENSMUSG00000064900 0 0 0 0 0 0 0 0
ENSMUSG00000093287 0 1 0 0 0 0 0 0
ENSMUSG00000038456 228 278 21 37 7 4 1 0
ENSMUSG00000085058 0 0 0 0 0 0 0 0
ENSMUSG00000046947 1708 1699 1284 1547 35 33 34 38
ENSMUSG00000086582 0 19 5 5 0 0 0 0
ENSMUSG00000002416 949 925 710 857 16 36 10 22
ENSMUSG00000002413 2264 2562 1943 2605 62 62 54 80
ENSMUSG00000091313 7 28 0 42 2 1 1 4
ENSMUSG00000029918 280 249 244 200 2 2 2 7
ENSMUSG00000057716 0 0 0 0 0 0 0 0
ENSMUSG00000029916 705 575 622 537 12 4 17 16
ENSMUSG00000037172 1258 1395 2182 2665 40 31 57 80
ENSMUSG00000037159 0 6 10 0 0 0 0 1
ENSMUSG00000029911 1172 1245 877 1237 16 10 12 31
ENSMUSG00000052850 0 0 0 0 2 0 0 0
ENSMUSG00000037140 0 0 0 0 0 0 0 0
ENSMUSG00000029909 0 0 0 0 0 0 0 0
ENSMUSG00000068259 0 0 0 0 0 0 0 0
ENSMUSG00000045514 0 0 0 0 0 0 0 0
ENSMUSG00000029915 55 25 173 51 1 1 2 1
ENSMUSG00000058250 0 0 0 0 0 0 0 0
ENSMUSG00000068587 55 43 223 76 2 0 11 2
ENSMUSG00000029885 2 0 0 0 0 0 0 0
ENSMUSG00000076461 20 19 38 20 3 0 0 4
ENSMUSG00000051936 0 0 6 0 0 0 0 0
ENSMUSG00000029883 0 0 0 5 0 0 0 0
ENSMUSG00000063252 0 0 0 0 0 0 0 0
ENSMUSG00000036996 0 0 0 0 0 0 0 0
ENSMUSG00000090480 0 0 0 0 0 0 0 0
ENSMUSG00000029882 30 43 19 13 0 1 1 0
ENSMUSG00000076462 0 0 0 6 0 0 0 0
ENSMUSG00000076463 6 0 0 5 0 0 0 0
ENSMUSG00000076464 0 2 0 0 0 0 0 0
ENSMUSG00000076465 0 0 1 0 0 0 0 0
ENSMUSG00000091671 0 0 0 0 0 0 0 0
ENSMUSG00000076466 0 0 0 0 0 0 0 0
ENSMUSG00000076467 0 0 0 0 0 0 0 0
ENSMUSG00000076468 14 32 20 10 0 0 0 1
ENSMUSG00000076469 105 56 122 18 0 0 0 1
ENSMUSG00000076470 0 0 0 9 1 0 0 0
ENSMUSG00000076471 0 0 0 0 0 0 0 0
ENSMUSG00000076472 0 0 4 0 0 0 0 0
ENSMUSG00000076473 0 0 0 0 0 0 0 0
ENSMUSG00000076474 0 0 0 0 0 0 0 0
ENSMUSG00000076475 1 0 0 0 0 0 0 0
ENSMUSG00000076476 0 0 7 0 0 0 0 0
ENSMUSG00000076477 0 0 0 0 0 0 0 0
ENSMUSG00000076478 0 0 0 0 0 0 0 0
ENSMUSG00000076479 0 0 0 0 0 0 0 0
ENSMUSG00000076480 0 0 0 0 0 0 0 0
ENSMUSG00000076481 0 0 0 0 0 0 0 0
ENSMUSG00000054106 0 0 0 0 0 0 0 0
ENSMUSG00000036938 0 0 0 0 0 0 0 0
ENSMUSG00000071521 0 0 0 0 0 0 0 0
ENSMUSG00000071519 0 0 0 0 0 0 0 0
ENSMUSG00000058119 0 0 0 0 0 0 0 0
ENSMUSG00000059014 0 0 0 0 0 0 0 0
ENSMUSG00000071517 0 0 0 0 0 0 0 0
ENSMUSG00000062751 0 0 0 0 0 0 0 0
ENSMUSG00000057163 0 0 0 0 0 0 0 0
ENSMUSG00000076482 0 9 0 0 0 0 0 0
ENSMUSG00000076483 15 3 0 7 0 0 0 0
ENSMUSG00000076484 19 5 0 12 0 0 0 0
ENSMUSG00000076485 26 17 0 3 0 0 0 0
ENSMUSG00000076486 6 9 0 2 0 0 0 0
ENSMUSG00000076487 9 17 0 0 0 0 0 0
ENSMUSG00000076488 1 11 0 0 0 0 0 0
ENSMUSG00000076489 0 2 0 0 0 0 0 0
ENSMUSG00000076490 100 53 6 11 0 0 0 1
ENSMUSG00000076491 0 0 0 0 0 0 0 0
ENSMUSG00000076492 0 1 0 0 0 0 0 0
ENSMUSG00000076493 0 0 0 0 0 0 0 0
ENSMUSG00000076494 0 0 0 0 0 0 0 0
ENSMUSG00000076495 0 0 0 0 0 0 0 0
ENSMUSG00000076496 0 0 0 0 0 0 0 0
ENSMUSG00000090818 0 0 0 0 0 1 0 0
ENSMUSG00000076497 0 0 0 0 0 0 0 0
ENSMUSG00000076498 45 33 22 13 1 1 0 0
ENSMUSG00000076499 5 0 0 0 0 0 0 0
ENSMUSG00000029869 1025 1013 516 683 35 25 17 19
ENSMUSG00000029868 22 13 0 4 0 1 0 0
ENSMUSG00000036899 0 17 0 0 0 0 0 0
ENSMUSG00000029867 0 0 0 3 0 0 0 0
ENSMUSG00000029866 767 634 168 110 6 9 1 1
ENSMUSG00000045479 0 0 0 0 0 0 0 0
ENSMUSG00000058499 0 0 0 0 0 0 0 0
ENSMUSG00000014104 0 0 0 0 0 0 0 0
ENSMUSG00000029865 0 0 0 0 0 0 0 0
ENSMUSG00000062833 0 0 0 0 0 0 0 0
ENSMUSG00000023289 0 0 0 0 0 0 0 0
ENSMUSG00000047102 0 0 0 0 0 0 0 0
ENSMUSG00000051917 0 0 0 0 0 0 0 0
ENSMUSG00000029864 424 288 317 378 6 2 3 5
ENSMUSG00000071506 0 7 0 0 0 0 0 2
ENSMUSG00000029863 6364 6608 6802 6919 127 125 110 163
ENSMUSG00000084422 9 21 17 14 0 0 1 0
ENSMUSG00000029862 23 24 5 25 1 1 1 1
ENSMUSG00000029861 3 8 8 10 1 0 0 0
ENSMUSG00000065206 0 0 0 0 0 0 0 0
ENSMUSG00000029860 15695 14876 20655 22015 337 357 435 520
ENSMUSG00000029859 216 256 214 233 11 15 23 33
ENSMUSG00000046652 0 4 0 6 0 0 0 1
ENSMUSG00000056203 0 0 0 3 0 0 0 1
ENSMUSG00000048284 0 0 0 0 0 0 0 0
ENSMUSG00000068574 0 0 0 0 0 0 0 0
ENSMUSG00000091983 0 0 0 0 0 0 0 0
ENSMUSG00000090631 0 0 0 0 0 0 0 0
ENSMUSG00000078177 0 0 0 0 0 0 0 0
ENSMUSG00000071494 0 0 0 0 0 0 0 0
ENSMUSG00000018656 0 0 0 0 0 0 0 0
ENSMUSG00000029851 111 125 15 10 1 2 0 0
ENSMUSG00000036667 351 335 238 254 15 13 7 6
ENSMUSG00000048504 0 0 0 0 0 0 0 0
ENSMUSG00000061091 0 0 0 0 0 0 0 0
ENSMUSG00000065034 0 0 0 0 2 0 1 0
ENSMUSG00000057108 0 0 0 0 0 0 0 0
ENSMUSG00000054431 0 0 0 0 0 0 0 0
ENSMUSG00000087766 0 0 0 0 0 0 0 0
ENSMUSG00000049168 0 0 0 0 0 0 0 0
ENSMUSG00000043119 0 0 0 0 0 0 0 0
ENSMUSG00000045708 0 0 0 0 0 0 0 0
ENSMUSG00000073111 0 0 0 0 0 0 0 0
ENSMUSG00000073110 0 0 0 0 0 0 0 0
ENSMUSG00000091008 0 0 0 0 0 0 0 0
ENSMUSG00000076500 0 0 0 0 0 0 0 0
ENSMUSG00000091386 0 0 0 0 0 0 0 0
ENSMUSG00000073109 0 0 0 0 0 0 0 0
ENSMUSG00000073108 0 0 0 0 0 0 0 0
ENSMUSG00000071481 0 0 0 0 0 0 0 0
ENSMUSG00000043605 0 0 0 0 0 0 0 0
ENSMUSG00000048693 0 0 0 0 0 0 0 0
ENSMUSG00000059411 0 0 0 0 0 0 0 0
ENSMUSG00000061210 0 0 0 0 0 0 0 0
ENSMUSG00000033542 1886 2049 1456 1679 92 75 47 55
ENSMUSG00000029736 0 0 0 0 0 0 0 0
ENSMUSG00000029735 731 728 434 465 15 12 14 21
ENSMUSG00000084325 10 8 0 0 0 1 0 2
ENSMUSG00000077146 0 0 0 0 0 0 0 0
ENSMUSG00000039419 0 4 1 0 0 0 0 0
ENSMUSG00000089061 0 0 0 0 0 0 0 0
ENSMUSG00000089538 0 0 0 0 0 0 0 0
ENSMUSG00000079575 764 705 689 851 28 17 19 35
ENSMUSG00000029686 5941 5944 5073 5651 103 130 97 124
ENSMUSG00000052241 91 50 61 52 1 2 1 3
ENSMUSG00000029687 7008 7069 6396 5834 135 115 116 138
ENSMUSG00000090614 18 41 24 33 1 9 6 3
ENSMUSG00000087897 0 0 0 0 0 0 0 0
ENSMUSG00000092729 6 5 0 4 0 1 0 0
ENSMUSG00000093295 9 1 1 1 0 0 0 0
ENSMUSG00000064945 0 0 0 0 26 12 37 33
ENSMUSG00000065701 0 2 0 0 34 22 50 47
ENSMUSG00000025823 6089 5919 6022 5283 130 135 127 125
ENSMUSG00000076060 2 7 0 0 0 0 0 0
ENSMUSG00000057764 3 2 3 3 1 0 0 0
ENSMUSG00000051499 75 81 48 72 2 1 2 2
ENSMUSG00000062519 592 994 650 1053 31 35 24 46
ENSMUSG00000025821 3083 2979 2859 3068 94 76 72 110
ENSMUSG00000052763 1694 1672 1967 1645 40 34 42 34
ENSMUSG00000072653 1816 2171 1558 2613 40 56 50 83
ENSMUSG00000045466 1092 1184 871 1258 30 20 25 17
ENSMUSG00000071477 2579 2736 2496 2587 54 75 56 78
ENSMUSG00000085343 6 17 5 40 0 2 0 2
ENSMUSG00000092928 0 0 0 0 0 0 0 0
ENSMUSG00000057691 2927 3229 2759 3336 68 65 55 75
ENSMUSG00000086383 0 0 0 0 0 0 0 0
ENSMUSG00000092888 0 0 0 0 0 0 0 0
ENSMUSG00000042810 1332 1731 824 1462 30 46 30 41
ENSMUSG00000093085 0 0 0 8 0 1 0 1
ENSMUSG00000068551 1284 1833 1490 1761 32 45 43 57
ENSMUSG00000029797 53 45 11 29 3 0 0 4
ENSMUSG00000068545 13 12 23 0 0 0 0 0
ENSMUSG00000044211 1705 1460 1205 1157 26 20 28 33
ENSMUSG00000091168 0 5 9 0 0 0 0 1
ENSMUSG00000039347 77 130 107 146 10 6 4 3
ENSMUSG00000073096 685 670 938 847 14 6 15 27
ENSMUSG00000009281 6 0 0 0 2 0 0 0
ENSMUSG00000052730 253 260 32 40 4 2 0 0
ENSMUSG00000052751 3940 4204 2799 3495 82 89 80 96
ENSMUSG00000007216 504 474 436 636 8 8 4 10
ENSMUSG00000053297 469 438 490 416 13 11 10 13
ENSMUSG00000064262 1007 1647 2221 2636 9 34 28 60
ENSMUSG00000051124 1189 1146 1874 2130 22 21 25 40
ENSMUSG00000054435 107 82 957 684 2 4 15 13
ENSMUSG00000047867 4638 6497 5686 6511 71 109 117 136
ENSMUSG00000090019 4385 4813 4869 4850 74 71 87 116
ENSMUSG00000043931 83 169 88 47 0 0 1 1
ENSMUSG00000044867 318 326 377 369 6 12 7 11
ENSMUSG00000043505 985 1201 857 1221 22 28 16 25
ENSMUSG00000039264 75 109 274 263 1 2 5 2
ENSMUSG00000029810 12221 11416 13788 12238 297 272 237 320
ENSMUSG00000023367 4490 4890 5903 5590 118 96 101 129
ENSMUSG00000073090 8 16 11 31 0 0 0 0
ENSMUSG00000029811 5 0 4 0 0 0 1 0
ENSMUSG00000029813 0 0 0 0 0 0 0 0
ENSMUSG00000089335 0 0 0 0 0 0 0 0
ENSMUSG00000068537 0 0 0 0 0 0 0 0
ENSMUSG00000068536 0 0 0 0 0 0 0 0
